eventType,timestamp,ballXPosition,ballYPosition,ballXVelocity,ballYVelocity,wallRequiredDirectionToPass,wallArrowOrientation,isCompatible,wallCollisionX,wallCollisionY,
wallSpawn,3.334745,3,1.259052,0,0,right,right,True,
wallSpawn,5.079721,3,1.259052,0,0,left,right,False,
wallCollide,6.120859,3,10.64058,-3.292783E-07,9.362614,right,right,True,3,10.45333,
wallSpawn,6.842539,3,9.173883,-3.292783E-07,-12.82058,right,right,True,
wallCollide,7.889338,2.997522,10.45323,-0.09892692,9.978813,left,right,False,2.999501,10.25365,
wallSpawn,8.597233,-0.748534,9.430193,-6.975215,-12.20438,up,up,True,
wallCollide,9.623823,3.161726,8.797493,13.2619,14.29221,right,right,True,2.896488,8.511649,
wallSpawn,10.34729,8.237957,10.8801,-0.9839758,-7.890985,right,right,True,
wallSpawn,12.10507,-6.24586,11.30656,6.72,-6.490426,left,left,True,
wallSpawn,13.86269,8.462206,1.259052,-7.53528,-2.390146E-05,right,right,True,
wallSpawn,15.61777,-6.682362,1.259052,4.11169,-6.377697E-06,right,right,True,
wallCollide,16.65808,3.868163,1.259052,13.47074,-5.960464E-08,right,right,True,4,1.259052,
wallSpawn,17.38111,9.691488,1.259052,1.976717,0,left,left,True,
wallCollide,18.43109,3.879409,1.259052,-6.871679,-5.960464E-08,right,right,True,4,1.259052,
wallSpawn,19.13776,3.219552,1.259052,3.099376,0,up,up,True,
wallCollide,20.17854,5.343436,1.259052,1.018542,0,left,left,True,5.323065,1.259052,
wallSpawn,20.90184,5.940951,1.259052,0.3127345,-9.536743E-06,left,left,True,
wallCollide,21.95022,6.263744,1.259052,0.3081206,-9.536743E-06,up,up,True,6.257582,1.259052,
