eventType,timestamp,ballXPosition,ballYPosition,ballXVelocity,ballYVelocity,wallRequiredDirectionToPass,wallArrowOrientation,isCompatible,wallCollisionX,wallCollisionY,
wallSpawn,3.293614,3,1.259052,0,0,right,right,True,
wallSpawn,5.049681,3,1.259052,0,0,left,left,True,
wallPass,6.079864,3,1.259052,-2.410693E-07,0,right,right,True,
wallCollide,6.080944,3,1.259052,-2.410693E-07,0,right,right,True,3,1.259052,
wallSpawn,6.803022,3,1.259052,4.317904E-07,0,right,right,True,
wallCollide,7.833373,3,1.259052,1.546473E-06,-5.960464E-08,left,left,True,3,1.259052,
wallSpawn,8.557141,3,1.259052,1.786574E-06,0,up,up,True,
wallPass,9.603519,3,1.259052,1.811619E-06,-5.960464E-08,right,right,True,
wallCollide,9.604111,3,1.259052,1.811619E-06,-5.960464E-08,right,right,True,3,1.259052,
wallSpawn,10.30748,3,1.259052,2.039578E-06,-9.536743E-06,up,up,True,
wallCollide,11.34859,3,1.259052,1.84469E-06,0,up,up,True,3,1.259052,
wallPass,11.35055,3,1.259052,1.84469E-06,0,up,up,True,
wallSpawn,12.05976,3,1.259052,1.909417E-06,0,left,left,True,
wallCollide,13.089,3,1.259052,1.799254E-06,0,up,up,True,3,1.259052,
wallSpawn,13.8123,2.920732,1.259052,-1.01483,-9.536743E-06,up,up,True,
wallSpawn,15.57533,-5.137757,1.259052,5.242185,1.966953E-06,right,right,True,
wallPass,16.62345,6.457895,11.69493,7.879048,4.433009,up,up,True,
wallSpawn,17.33998,9.004853,6.678918,3.536919,-17.75018,right,right,True,
wallPass,18.37257,10.24095,1.259052,-4.686553E-06,0,right,right,True,
wallSpawn,19.0952,10.24095,1.259052,-3.977571E-06,-1.436472E-05,left,left,True,
wallPass,20.13716,9.799653,1.259052,-3.353631,0,right,right,True,
wallSpawn,20.84904,3.636671,1.259052,-11.46527,0,right,right,True,
wallSpawn,22.59986,-1.644983,1.259052,10.93527,-4.827976E-06,left,left,True,
wallPass,23.66441,7.16382,1.259052,0.688854,-9.23872E-06,right,right,True,
wallSpawn,24.3542,3.414888,1.259052,-10.05034,1.847744E-06,right,right,True,
wallSpawn,26.1177,-4.740297,1.259052,8.633633,0,up,up,True,
wallPass,27.13609,4.672664,1.259052,4.486187,-5.960464E-08,right,right,True,
wallCollide,27.15281,4.758934,1.259052,4.313937,0,right,right,True,4,1.259052,
wallSpawn,27.87669,4.309613,1.259052,-6.441731,0,up,up,True,
wallPass,28.9051,-0.6593322,4.120247,3.225415,22.3028,up,up,True,
wallCollide,28.90569,-0.6593322,4.120247,3.225415,22.3028,up,up,True,-0.7238405,3.674191,
wallSpawn,29.62951,2.539948,11.96055,-1.687808,-0.4965906,left,left,True,
wallPass,30.65953,-0.8353136,1.259052,-2.190195,1.192093E-07,up,up,True,
wallCollide,30.66013,-0.8353136,1.259052,-2.190195,1.192093E-07,up,up,True,-0.7915096,1.259052,
